恒大世纪广场  精装修   看房方便  业主诚心出售,恒大世纪广场,西客站,3室1厅 ,109.0, 南 北 , 精装 ,27, 板楼,2,11,1550000.0,"14,221元/平",VR看装修 随时看房 
绿地花都 南北通透 精装两室两厅 南北双阳台户型,绿地国际花都,腊山,2室2厅 ,94.2, 南 北 , 精装 ,21, 板楼,10, 一年前发布,1230000.0,"13,058元/平",近地铁 VR看装修 房本满五年 
简单装修，有证，楼层好，采光充足,绿地国际花都,腊山,2室2厅 ,84.5, 南 , 简装 ,32, 板楼,3, 一年前发布,1080000.0,"12,782元/平",近地铁 VR看装修 房本满五年 
证满五年 生活方便 配套设施齐全  交通方便,绿地国际花都,腊山,3室2厅 ,104.47, 南 北 , 简装 ,33, 板楼,2, 一年前发布,1220000.0,"11,678元/平",近地铁 VR看装修 房本满五年 
成熟社区 生活方便  花园小区 环境优美,绿地国际花都,腊山,2室1厅 ,83.1, 南 北 , 简装 ,32, 板楼,12, 一年前发布,1060000.0,"12,756元/平",近地铁 VR看装修 房本满五年 
绿地国际花都  全明户型 精装两室 采光充足,绿地国际花都,腊山,2室2厅 ,89.61, 南 , 简装 ,23, 板楼,18, 3个月以前发布,990000.0,"11,048元/平",近地铁 VR看装修 房本满两年 
刘长山路 绿地国际花都两室 中高楼层 精装有车位,绿地国际花都,腊山,2室2厅 ,85.4, 南 , 精装 ,29, 板楼,0, 1个月以前发布,1049000.0,"12,284元/平",近地铁 VR看装修 房本满五年 
绿地国际花都 东户两室 南北通透 带地下室和车位,绿地国际花都,腊山,2室2厅 ,83.75, 南 北 , 精装 ,29, 板楼,5, 2个月以前发布,1150000.0,"13,732元/平",近地铁 VR看装修 房本满五年 
拎包入住 精装两室 中间楼层 看房方便,绿地国际花都,腊山,2室1厅 ,85.63, 南 , 精装 ,29, 板楼,2, 10个月以前发布,1050000.0,"12,263元/平",近地铁 VR看装修 房本满五年 
世购商圈优质好房，精装修，随时方便看房带14平地下室,剑桥府邸,腊山,3室2厅 ,106.43, 南 北 , 精装 ,33, 板楼,11, 9个月以前发布,1430000.0,"13,437元/平",近地铁 VR看装修 房本满两年 
此房满五唯一 交通便利 带地下室 小高层,绿地国际花都,腊山,2室2厅 ,84.14, 南 , 精装 ,18, 板楼,19, 6个月以前发布,1030000.0,"12,242元/平",近地铁 VR看装修 房本满五年 
花都  南向两室 证满五年 装修好房 带地下室,绿地国际花都,腊山,2室2厅 ,84.5, 南 , 精装 ,32, 板楼,3, 11个月以前发布,1095000.0,"12,959元/平",近地铁 VR看装修 房本满五年 
党杨路 绿地国际花都小高层 公摊小 证满两年,绿地国际花都,腊山,2室2厅 ,84.53, 南 , 简装 ,18, 板楼,0, 6个月以前发布,1100000.0,"13,014元/平",近地铁 VR看装修 房本满两年 
刘长山路 精装两室 中高楼层 证满两年 看房方便,绿地国际花都,腊山,2室2厅 ,85.41, 南 , 精装 ,32, 板楼,3, 6个月以前发布,1050000.0,"12,294元/平",近地铁 VR看装修 房本满五年 
南北通透边户，精简单装修，证满两年，无抵押,绿地国际花都,腊山,2室2厅 ,94.17, 南 北 , 简装 ,24, 板楼,1, 5个月以前发布,1260000.0,"13,381元/平",近地铁 VR看装修 房本满两年 
龙湖明景台  精装修两室诚心出售,龙湖名景台,西客站,2室2厅 ,88.73, 南 北 , 精装 ,18, 板楼,4, 一年前发布,1450000.0,"16,342元/平",VR看装修 房本满两年 
双地铁R1+R2线，成熟社区，有车位和地下室，人车分流,绿地泉景园,腊山,3室2厅 ,110.51, 南 北 , 简装 ,18, 板楼,11, 4个月以前发布,1390000.0,"12,579元/平",近地铁 VR看装修 房本满两年 
绿地泉景园，小高层，中式精装两室,绿地泉景园,腊山,2室2厅 ,86.15, 南 , 精装 ,18, 板楼,9, 一年前发布,1180000.0,"13,698元/平",近地铁 VR看装修 房本满两年 
此房两居室，采光视野好，小区成熟,荣祥花园,腊山,2室1厅 ,62.96, 北 , 精装 ,22, 板楼,16, 一年前发布,860000.0,"13,660元/平",近地铁 VR看装修 房本满五年 
阳光100 拎包入住精装修 采光好 免个税 有车位地下室,阳光100国际新城F区,阳光100区,3室2厅 ,158.27, 南 西南 , 精装 ,18, 塔楼,16, 一年前发布,2520000.0,"15,923元/平",VR看装修 房本满五年 
此房诚心出售，户型方正，小区环境好，配套设施齐,中建锦绣城,西客站,2室1厅 ,90.93, 南 , 简装 ,33, 板楼,81, 9个月以前发布,1050000.0,"11,548元/平",近地铁 VR看装修 房本满五年 
西客站锦绣城  精装修 整个锦绣城全天候采光两居室,中建锦绣城,西客站,2室1厅 ,92.78, 南 北 , 精装 ,30, 板楼,4, 4个月以前发布,1280000.0,"13,797元/平",近地铁 VR看装修 房本满两年 
湖景房！小区人工湖！成熟社区配套完善！,恒大雅苑,西客站,3室1厅 ,132.18, 南 , 精装 ,32, 板楼,1, 6个月以前发布,1900000.0,"14,375元/平",近地铁 VR看装修 房本满两年 
此房满屋五不唯一楼层好.视野宽阔.配套设施齐全,匡山小区,匡山区,2室1厅 ,70.41, 南 , 毛坯 ,5, 板楼,2, 一年前发布,950000.0,"13,493元/平",VR看装修 房本满五年 
位置好、楼层好、户型好、商圈好配套齐全,绿地中央广场一区,西客站,2室2厅 ,96.66, 南 北 , 精装 ,24, 板楼,0, 6个月以前发布,1240000.0,"12,829元/平",近地铁 VR看装修 房本满两年 
精装两居室 全明户型 采光好 大阳台,恒大雅苑,西客站,2室2厅 ,92.55, 南 , 精装 ,31, 板楼,1, 7个月以前发布,1320000.0,"14,263元/平",近地铁 VR看装修 房本满两年 
地铁口 经十路 出行方便 南北通透 大两室,经十西路消防局宿舍,世购,2室2厅 ,94.83, 南 北 , 简装 ,11, 板楼,8, 7个月以前发布,1300000.0,"13,709元/平",近地铁 VR看装修 房本满两年 
济南西客站低楼层可重新装修业主诚心出售的二居室,绿地中央广场三区,西客站,2室2厅 ,94.09, 南 , 简装 ,29, 板楼,8, 4个月以前发布,1160000.0,"12,329元/平",近地铁 VR看装修 房本满两年 
精装三居室 免高税   公摊小  边户南北通透   无抵押,恒大雅苑,西客站,3室2厅 ,96.26, 南 北 , 简装 ,23, 板楼,3, 6个月以前发布,1380000.0,"14,337元/平",近地铁 VR看装修 房本满两年 
西客站绿地简装 两室好房出售中,绿地中央广场三区,西客站,2室2厅 ,92.8, 南 , 简装 ,31, 板楼,3, 一年前发布,1260000.0,"13,578元/平",近地铁 VR看装修 房本满两年 
"急售一楼两室带小院,户型方正！",桃园小区,世购,2室1厅 ,75.91, 南 , 简装 ,6, 板楼,22, 11个月以前发布,800000.0,"10,539元/平",近地铁 VR房源 房本满两年 
精装房 业主置换 诚心出售 看房方便,桃园小区北区,世购,2室1厅 ,58.11, 南 , 精装 ,5, 板楼,14, 9个月以前发布,600000.0,"10,326元/平",VR看装修 房本满五年 
总价低    小两室   可贷款,匡山小区,匡山区,2室1厅 ,54.95, 南 北 , 简装 ,6, 板楼,1, 一年前发布,750000.0,"13,649元/平",近地铁 VR看装修 房本满五年 
精装两室，采光充足，视野开阔，免高税,恒大雅苑,西客站,2室2厅 ,82.14, 南 , 精装 ,26, 板楼,9, 1个月以前发布,1100000.0,"13,392元/平",近地铁 VR看装修 房本满两年 
此房是正规两室的房子 户型方正 业主诚意卖看房方便。,中建锦绣城,西客站,2室1厅 ,91.51, 南 , 精装 ,33, 板楼,42, 6个月以前发布,1120000.0,"12,240元/平",近地铁 VR看装修 房本满五年 
南向户型采光充足！配套完善交通便利！,恒大雅苑,西客站,2室2厅 ,98.38, 南 , 精装 ,31, 板楼,5, 一年前发布,1380000.0,"14,028元/平",近地铁 VR看装修 房本满两年 
满两年 免高税、中等装修、中间楼层、采光充足,绿地中央广场一区,西客站,2室2厅 ,95.87, 南 , 精装 ,31, 板楼,1, 一年前发布,1260000.0,"13,143元/平",近地铁 VR看装修 房本满两年 
满五唯一 双气 西市场 省立医院 户型方正,裕园小区,西市场,2室2厅 ,97.22, 南 北 , 精装 ,7, 板楼,2, 6个月以前发布,1130000.0,"11,624元/平",VR看装修 房本满五年 
阳光100大三居，不临街，带地下室，随时看房,阳光100国际新城B区,阳光100区,3室2厅 ,132.07, 东北 , 简装 ,18, 塔楼,1, 6个月以前发布,2350000.0,"17,794元/平",VR看装修 房本满五年 
大三室东南户型免高税，高楼层采光好，视野好出行方便,阳光100国际新城E区,阳光100区,3室2厅 ,143.97, 东南 , 精装 ,18, 塔楼,2, 7个月以前发布,2490000.0,"17,296元/平",VR看装修 房本满五年 
和谐精装三室  产权清晰   满五唯一   看房方便,德裕家园一区,西市场,3室2厅 ,109.99, 西北 , 精装 ,30, 塔楼,20, 5个月以前发布,1560000.0,"14,184元/平",VR看装修 房本满两年 
不是每套房子都叫店长力荐，站在客厅俯瞰全城,绿地泉景园,腊山,2室2厅 ,86.98, 南 , 精装 ,33, 板楼,3, 9个月以前发布,1060000.0,"12,187元/平",近地铁 VR看装修 房本满两年 
此房为两室一厅的户型，楼层好，采光充足，有双气电梯,阳光100国际新城G区,阳光100区,2室1厅 ,99.87, 西 南 北 , 精装 ,18, 板楼,5, 一年前发布,1770000.0,"17,724元/平",VR看装修 房本满五年 
东北向两居室，无遮挡，交通便利，配套齐全！！,阳光100国际新城G区,阳光100区,2室1厅 ,95.82, 东北 , 简装 ,23, 板楼,12, 一年前发布,1460000.0,"15,237元/平",VR看装修 房本满五年 
蓝石中间户两室户型  采光充足 视野开阔,蓝石大溪地,经十西路,2室1厅 ,95.97, 东 , 精装 ,18, 板楼,0, 5个月以前发布,1280000.0,"13,338元/平",VR看装修 房本满两年 
小区环境好 配套齐全 交通便利.楼层好,恒大雅苑,西客站,3室2厅 ,121.56, 南 , 简装 ,32, 板楼,4, 1个月以前发布,1790000.0,"14,726元/平",近地铁 VR看装修 房本满两年 
高楼层 采光通风好 大院停车  出行方便,桃园小区北区,世购,2室1厅 ,65.63, 南 北 , 精装 ,5, 板楼,31, 一年前发布,585000.0,"8,914元/平",近地铁 VR看装修 房本满五年 
西客站绿地爱丽舍 精装三室 证满两年,绿地中央广场三区,西客站,3室2厅 ,129.46, 南 , 精装 ,32, 板楼,6, 7个月以前发布,1700000.0,"13,132元/平",近地铁 VR看装修 房本满两年 
出行方便，中间楼层，价格可谈，业主诚心出售,匡山小区,匡山区,2室1厅 ,51.0, 南 北 , 毛坯 ,6, 板楼,9, 一年前发布,640000.0,"12,550元/平",近地铁 VR看装修 房本满五年 
精装修二居室好楼层业主诚心出售,绿地中央广场一区,西客站,2室1厅 ,91.9, 南 , 其他 ,31, 板楼,3, 4个月以前发布,1160000.0,"12,623元/平",近地铁 VR看装修 房本满两年 
阳光100国际新城F区 3室2厅 南 北,阳光100国际新城F区,阳光100区,3室2厅 ,159.77, 南 北 , 精装 ,11, 板楼,1, 1个月以前发布,3000000.0,"18,777元/平",VR看装修 房本满五年 
阳光100 拎包入住精装修 采光好 免个税 有车位地下室,阳光100国际新城F区,阳光100区,3室2厅 ,158.27, 南 西南 , 精装 ,18, 塔楼,16, 一年前发布,2520000.0,"15,923元/平",VR看装修 房本满五年 
精装三室 可拎包入住 采光好 全明户型 诚意出售,阳光100国际新城F区,阳光100区,3室2厅 ,131.04, 东南 , 精装 ,16, 板楼,10, 一年前发布,2550000.0,"19,460元/平",VR看装修 房本满五年 
精装修 楼层好 光照充足 户型通透 拎包即住,海亮艺术华府,西客站,2室2厅 ,85.72, 南 , 精装 ,23, 板楼,21, 一年前发布,1250000.0,"14,583元/平",VR看装修 房本满两年 
精装修 双卧室朝阳 一楼出行方便,舜承苑西区,南辛庄,3室1厅 ,83.75, 南 , 精装 ,4, 板楼,6, 3个月以前发布,1180000.0,"14,090元/平",VR看装修 房本满五年 
此房精装修，中间楼层，采光好，产权明晰，随时看房,新世界阳光花园东区,和谐广场,2室2厅 ,91.07, 北 南 , 精装 ,18, 板楼,42, 一年前发布,1820000.0,"19,985元/平",VR看装修 房本满五年 
交通便利，诚心出售。采光好，无遮挡。南向暖居,金联居,南辛庄,2室2厅 ,92.47, 南 , 简装 ,16, 板楼,7, 6个月以前发布,1450000.0,"15,681元/平",VR看装修 房本满五年 
龙湖明景台  精装修两室诚心出售,龙湖名景台,西客站,2室2厅 ,88.73, 南 北 , 精装 ,18, 板楼,4, 一年前发布,1450000.0,"16,342元/平",VR看装修 房本满两年 
三室朝阳，上济微，看房方便，着急出售，价格可谈,吉尔北苑,南辛庄,3室1厅 ,88.09, 南 , 精装 ,3, 板楼,63, 一年前发布,1280000.0,"14,531元/平",VR看装修 房本满两年 
通透大两室，通风好采光充足，紧靠兴济河，出行方便,阳光100国际新城F区,阳光100区,2室1厅 ,110.61, 东 西 , 毛坯 ,16, 板楼,2, 一年前发布,2100000.0,"18,986元/平",VR看装修 房本满五年 
2020年精装修 配套齐全 业主诚意出售 随时可以看房,经七路,和谐广场,2室1厅 ,69.83, 南 北 , 精装 ,5, 板楼,32, 一年前发布,920000.0,"13,175元/平",VR看装修 房本满五年 
济南市 槐荫区机车新村一街精装三居室出售中,机车新村一街,中大槐树,3室1厅 ,87.2, 北 南 , 精装 ,5, 板楼,3, 8个月以前发布,1220000.0,"13,991元/平",VR看装修 房本满五年 
全屋家具家电精装三室   全明户型  看房方便,阳光100国际新城H区,阳光100区,3室1厅 ,108.38, 东北 , 精装 ,26, 板塔结合,16, 一年前发布,2050000.0,"18,915元/平",VR看装修 房本满两年 
南向两室 采光充足 带地下室 看房方便 配套齐全,绿地泉景园,腊山,2室2厅 ,88.58, 南 , 精装 ,33, 板楼,9, 一年前发布,1150000.0,"12,983元/平",近地铁 VR看装修 房本满两年 
绿地国际花都两室 楼层好 采光充足 两室朝南,绿地国际花都,腊山,2室2厅 ,85.61, 南 , 简装 ,32, 板楼,0, 7个月以前发布,1080000.0,"12,616元/平",近地铁 VR看装修 房本满两年 
南面无遮挡 采光视野好，出行方便，人车分流,绿地国际花都,腊山,2室1厅 ,84.27, 南 , 精装 ,18, 板楼,10, 2个月以前发布,950000.0,"11,274元/平",近地铁 VR看装修 房本满五年 
此房精装两室 免高税 好楼层 采光好 带地下室,绿地国际花都,腊山,2室2厅 ,84.5, 南 , 简装 ,32, 板楼,0, 6个月以前发布,1000000.0,"11,835元/平",近地铁 VR看装修 房本满五年 
刘长山路绿地国际花都 南北通透 证满两年 带地下室,绿地国际花都,腊山,2室2厅 ,86.92, 南 北 , 精装 ,32, 板楼,19, 4个月以前发布,1120000.0,"12,886元/平",近地铁 VR看装修 房本满两年 
花都精装两室 采光充足 无遮挡 房产证满2年,绿地国际花都,腊山,2室1厅 ,84.5, 南 , 简装 ,30, 板楼,0, 6个月以前发布,1020000.0,"12,072元/平",近地铁 VR看装修 房本满五年 
急售！装修好，loft公寓户型使用面积大，视野开阔！,乐梦中心,腊山,1室1厅 ,47.24, 北 , 简装 ,20, 板塔结合,11, 一年前发布,430000.0,"9,103元/平",近地铁 VR房源 房本满两年 
刚需过度 精装两室户型方正  生活便利,明星小区北区,腊山,2室1厅 ,53.72, 南 , 精装 ,5, 板楼,1, 9个月以前发布,780000.0,"14,520元/平",近地铁 VR看装修 房本满两年 
中间楼层两室朝阳 公摊小 有地下室 正常首付,绿地泉景园,腊山,2室2厅 ,88.39, 南 , 简装 ,18, 板楼,5, 8个月以前发布,1090000.0,"12,332元/平",近地铁 VR看装修 房本满两年 
绿地国际花都二期 中间楼层 采光好,绿地国际花都,腊山,2室2厅 ,84.52, 南 , 简装 ,32, 板楼,2, 一年前发布,1150000.0,"13,607元/平",近地铁 VR看装修 房本满五年 
证满两年，出行方便，诚心出售，看房方便,绿地国际花都,腊山,2室1厅 ,84.5, 南 , 简装 ,32, 板楼,0, 3个月以前发布,1140000.0,"13,492元/平",近地铁 VR看装修 房本满五年 
双地铁R1+R2线，成熟社区，人车分流，双气电梯房,绿地国际花都,腊山,2室2厅 ,85.37, 南 , 简装 ,32, 板楼,2, 2个月以前发布,930000.0,"10,894元/平",近地铁 VR看装修 房本满五年 
刘长山路 全明户型 精装修两室 中高楼层 证满两年,绿地国际花都,腊山,2室1厅 ,91.27, 南 , 精装 ,21, 板楼,8, 一年前发布,1100000.0,"12,053元/平",近地铁 VR看装修 房本满五年 
双地铁R1+R2线，大型成熟社区，人车分流，带阳光房,绿地国际花都,腊山,2室2厅 ,90.33, 南 , 简装 ,21, 板楼,3, 3个月以前发布,1020000.0,"11,292元/平",近地铁 VR看装修 房本满五年 
绿地国际花都 满两年  出入方便,绿地国际花都,腊山,3室2厅 ,108.6, 南 , 简装 ,33, 板楼,2, 6个月以前发布,1380000.0,"12,708元/平",近地铁 VR看装修 房本满五年 
荣祥花园伴云居70年产权 南北通透户型,荣祥花园,腊山,2室2厅 ,111.7, 南 北 , 简装 ,22, 板楼,1, 一年前发布,1370000.0,"12,265元/平",近地铁 VR房源 房本满五年 
绿地国际花都  南北通透户型  好楼层   证满两年,绿地国际花都,腊山,2室2厅 ,86.41, 南 北 , 简装 ,29, 板楼,1, 4个月以前发布,1150000.0,"13,309元/平",近地铁 VR看装修 房本满五年 
恒大雅苑 精装修 拎包入住 诚心出售,恒大雅苑,西客站,2室2厅 ,87.31, 南 , 精装 ,26, 板楼,9, 1个月以前发布,1170000.0,"13,401元/平",近地铁 VR看装修 房本满两年 
两室和客厅朝阳 业主换房诚意出售,阳光100国际新城K区,阳光100区,2室2厅 ,97.03, 南 , 简装 ,24, 板楼,105, 一年前发布,1550000.0,"15,975元/平",VR看装修 房本满两年 
中建锦绣城，小两居，两室朝南，诚心出售,中建锦绣城,西客站,2室2厅 ,89.43, 南 北 , 简装 ,24, 板楼,10, 4个月以前发布,1200000.0,"13,419元/平",VR看装修 房本满两年 
