低楼层，南北通透，户型好，采光好！,青年东路5号院,文化西路,3室1厅 ,74.68, 南 北 , 简装 ,5, 板楼,22, 1个月以前发布,1920000.0,"25,710元/平",VR看装修 房本满五年 随时看房 
齐鲁医院 山医宿舍 停车方便 环境优美 三居室一楼带院,山医宿舍,文化西路,3室1厅 ,81.84, 南 北 , 简装 ,5, 板楼,3, 2个月以前发布,2450000.0,"29,937元/平",VR看装修 房本满五年 随时看房 
单位宿舍 房龄新  2楼 户型好用 钥匙房 临齐鲁医院,舜山苑,佛山街,2室1厅 ,71.5, 南 , 简装 ,6, 板楼,1, 1个月以前发布,1680000.0,"23,497元/平",VR看装修 房本满五年 随时看房 
新上CBD片区全明三居 好楼层 含车位地下室免高税,名士豪庭1区,浆水泉区,3室2厅 ,142.21, 南 北 , 简装 ,33, 板楼,1, 3个月以前发布,3600000.0,"25,315元/平",VR看装修 房本满五年 随时看房 
省直单位宿舍 大院传达 看房方便 远观大佛头价格可议,历山路128号,文化东路,3室2厅 ,139.0, 西南 , 简装 ,25, 板楼,20, 一年前发布,3500000.0,"25,180元/平",VR看装修 房本满五年 随时看房 
历下区经典两居，一室一厅朝阳，户型方正，看房方便,祥泰森林河湾,化纤厂路,2室1厅 ,86.65, 南 北 , 精装 ,25, 板楼,94, 一年前发布,1450000.0,"16,734元/平",近地铁 VR看装修 房本满五年 随时看房 
房主诚心卖，3室，交通便利，配套齐全。,徐家花园73号,佛山街,3室1厅 ,65.78, 南 北 , 精装 ,6, 板楼,19, 一年前发布,990000.0,"15,051元/平",VR看装修 房本满五年 随时看房 
青年东路南北通透一居室精装双气齐全诚意出售,青年东路16号,文化西路,1室2厅 ,65.4, 南 北 , 其他 ,5, 板楼,2, 11个月以前发布,1820000.0,"27,829元/平",VR看装修 房本满五年 随时看房 
历下区华阳路可拎包入住的小高层！,茗筑华府,化纤厂路,2室2厅 ,95.21, 南 北 , 精装 ,18, 板楼,11, 一年前发布,1680000.0,"17,646元/平",VR看装修 房本满五年 随时看房 
棋盘小区四区，一室一厅的小户型， 采光好 交通便利,棋盘小区四区,佛山街,1室1厅 ,44.26, 东 西 , 简装 ,7, 板楼,1, 7个月以前发布,650000.0,"14,686元/平",VR看装修 房本满五年 随时看房 
解放路国华经典改善三居室南北通透,国华经典,甸柳,3室2厅 ,145.67, 南 北 , 其他 ,11, 板楼,1, 5个月以前发布,3400000.0,"23,341元/平",VR看装修 房本满五年 随时看房 
三室朝阳 大户型 带小房 大院停车方便 看房有钥匙,山大南路95号,山大路,3室2厅 ,130.0, 南 北 , 其他 ,5, 板楼,19, 一年前发布,2280000.0,"17,539元/平",VR看装修 房本满五年 随时看房 
精装修大落地窗好房子，证满两年，中间楼层，不临街,万科金域华府,凤山路,2室2厅 ,84.8, 南 北 , 其他 ,29, 板楼,6, 8个月以前发布,1700000.0,"20,048元/平",VR看装修 房本满两年 随时看房 
中海紫御东郡优质大两室房子，满两年,中海紫御东郡,盛福,3室1厅 ,98.4, 南 , 精装 ,30, 板楼,6, 一年前发布,1750000.0,"17,785元/平",近地铁 VR看装修 房本满五年 随时看房 
历下区盛景家园，总价低，满5年好房便宜出售,盛景家园,盛福,2室2厅 ,108.11, 南 北 , 简装 ,15, 板塔结合,42, 一年前发布,1680000.0,"15,540元/平",近地铁 VR看装修 房本满五年 随时看房 
此房有证，格局好，楼层好，视野宽阔，配套齐,盛福花园,盛福,2室1厅 ,72.52, 南 , 毛坯 ,6, 板楼,11, 一年前发布,1138000.0,"15,693元/平",VR看装修 房本满两年 随时看房 
多层电梯房 ，视野好，通透户型，一梯2户.,东华园,姚家,3室2厅 ,129.42, 南 北 , 精装 ,7, 板楼,16, 一年前发布,3400000.0,"26,272元/平",VR看装修 房本满五年 随时看房 
淮海东城御景北区 次顶层 边户 带车位地下室,淮海东城御景-北区,盛福,2室1厅 ,89.55, 南 北 , 精装 ,30, 板楼,6, 5个月以前发布,1410000.0,"15,746元/平",VR房源 房本满两年 随时看房 
新房领，低楼层，三室两厅一厨两卫，满五唯一,燕柳园,甸柳,3室2厅 ,114.74, 南 北 , 其他 ,7, 板楼,0, 3个月以前发布,3530000.0,"30,766元/平",VR看装修 房本满五年 随时看房 
国华经典 房龄新 总价低 配套齐全 好停车 交通便利,国华经典,甸柳,3室2厅 ,154.54, 南 北 , 简装 ,27, 塔楼,3, 4个月以前发布,2600000.0,"16,825元/平",VR看装修 房本满五年 随时看房 
千佛山  山工 东院 免费车位齐鲁医院 历山名郡南临,千佛山路2号,文化西路,1室1厅 ,50.12, 东 西 , 简装 ,6, 板楼,10, 一年前发布,990000.0,"19,753元/平",VR房源 房本满五年 随时看房 
三室一厅户型方正，业主诚心卖，停车方便，齐鲁医院,山医宿舍,文化西路,3室1厅 ,80.48, 南 北 , 简装 ,4, 板楼,5, 3个月以前发布,1850000.0,"22,988元/平",VR看装修 房本满五年 随时看房 
目前就是这套便宜了 不沿街 不靠路  中楼层 满五年,鲁商银座花园,银座花园,2室2厅 ,91.17, 南 北 , 其他 ,6, 板楼,54, 一年前发布,2380000.0,"26,106元/平",VR房源 房本满五年 随时看房 
佛山苑小区  电梯房两室一厅 南北通透 客厅带窗,佛山苑一区,佛山街,2室1厅 ,65.0, 北 南 , 简装 ,6, 板楼,0, 4个月以前发布,1450000.0,"22,308元/平",VR看装修 房本满五年 随时看房 
历东花园  解放路 低楼层 全明户型,历东花园,历东,2室2厅 ,110.35, 南 , 其他 ,6, 板塔结合,4, 4个月以前发布,2800000.0,"25,374元/平",VR看装修 房本满五年 随时看房 
出行方便，位置好，电梯房，楼龄新,南圩门外街,文化西路,2室1厅 ,66.91, 南 , 其他 ,20, 板楼,0, 4个月以前发布,1400000.0,"20,924元/平",VR房源 房本满五年 随时看房 
历下区，满两年，保利华庭次新小区，带地下室,保利华庭,化纤厂路,3室2厅 ,93.39, 南 北 , 精装 ,34, 板楼,0, 1个月以前发布,2050000.0,"21,951元/平",近地铁 VR看装修 房本满五年 随时看房 
位置好 楼层合适 业主诚意出售,盛福花园,盛福,2室1厅 ,71.83, 南 , 精装 ,6, 板楼,6, 10个月以前发布,1100000.0,"15,314元/平",VR看装修 房本满两年 随时看房 
山医东村电梯房中间楼层停车方便诚意出售,山医宿舍,文化西路,2室1厅 ,88.38, 南 北 , 其他 ,16, 板楼,4, 3个月以前发布,2900000.0,"32,813元/平",VR看装修 房本满五年 随时看房 
大润发+山师山艺+电梯房+房龄新,文华园,文化东路,2室1厅 ,62.99, 南 , 其他 ,25, 塔楼,14, 一年前发布,1530000.0,"24,290元/平",VR看装修 房本满五年 随时看房 
菜市新村 2室1厅 南,菜市新村,大明湖站,2室1厅 ,61.0, 南 , 其他 ,6, 板楼,0,9,970000.0,"15,902元/平",近地铁 VR房源 随时看房 
房子位置好，户型方正 无上学记录 免高税,鲁商银座花园,银座花园,3室2厅 ,146.23, 南 北 , 简装 ,11, 板楼,4, 1个月以前发布,3980000.0,"27,218元/平",VR看装修 房本满五年 随时看房 
旅游路南，总价带车位，环境好，旁边有早市，店长力荐,黄金99景城,燕山,2室1厅 ,92.76, 南 , 简装 ,20, 板楼,24, 一年前发布,1850000.0,"19,944元/平",VR看装修 房本满五年 随时看房 
文化西路 济柴宿舍 低楼层 两室一厅 南北通透 好停车,舜和苑,佛山街,2室1厅 ,67.93, 南 北 , 其他 ,6, 板楼,2, 9个月以前发布,1380000.0,"20,316元/平",VR看装修 房本满五年 随时看房 
十亩园  黑虎泉  中楼层  房龄96年 无上学记录 总价低,东青龙街住宅,青后,1室1厅 ,50.4, 南 北 , 其他 ,6, 板楼,0, 1个月以前发布,1260000.0,"25,000元/平",VR房源 房本满两年 随时看房 
三面环山高档社区 环境优美 名悦山庄 大三室,名悦山庄,旅游路,3室2厅 ,143.5, 南 北 , 简装 ,11, 板楼,50, 一年前发布,6550000.0,"45,645元/平",近地铁 VR看装修 房本满五年 随时看房 
山医西村 2室朝阳 户型好 停车方便,山医宿舍,文化西路,2室0厅 ,54.05, 南 , 精装 ,5, 板楼,9, 一年前发布,1150000.0,"21,277元/平",VR房源 房本满五年 随时看房 
历下区 甸柳 电力设计院 三室朝阳 好楼层 楼龄新,闵子骞路94号,甸柳,3室1厅 ,133.05, 南 北 , 简装 ,6, 板楼,10, 11个月以前发布,3350000.0,"25,179元/平",VR看装修 房本满五年 随时看房 
齐鲁医院 山医院里 近植物园 环境 三室 好楼层,山医宿舍,文化西路,3室0厅 ,74.15, 南 北 , 简装 ,5, 板楼,4, 3个月以前发布,1750000.0,"23,601元/平",VR看装修 房本满五年 随时看房 
诚心出售，采光充足，有车位，人车分流，通透户型,舜兴东方,银座花园,3室2厅 ,138.85, 南 北 , 其他 ,17, 板楼,4, 5个月以前发布,4200000.0,"30,249元/平",VR看装修 房本满五年 随时看房 
甸柳三区经典三居 无记录空户 采光好 视野好 不沿街,甸柳三区,甸柳,3室1厅 ,68.5, 南 北 , 其他 ,6, 板楼,5, 10个月以前发布,1730000.0,"25,256元/平",VR看装修 房本满五年 随时看房 
精装  南北卧室  总价110万  有钥匙,青后小区四区,青后,2室0厅 ,49.24, 南 北 , 精装 ,6, 板楼,7, 8个月以前发布,1150000.0,"23,355元/平",VR看装修 房本满两年 随时看房 
盛福花园· 小两室 有证 可贷款·,盛福花园,盛福,2室1厅 ,54.02, 南 北 , 其他 ,6, 板楼,2, 4个月以前发布,850000.0,"15,735元/平",VR看装修 房本满两年 
此房满五年 看房方便 小区干净,泺河小区,大明湖站,3室1厅 ,73.13, 南 北 , 简装 ,6, 板楼,7, 一年前发布,1090000.0,"14,905元/平",近地铁 VR看装修 房本满五年 
翡翠大观通透大三室+两室一厅朝阳+南北通透,翡翠大观,化纤厂路,3室2厅 ,123.66, 南 北 , 精装 ,33, 板楼,1, 4个月以前发布,2720000.0,"21,996元/平",近地铁 VR看装修 房本满两年 
开元西区山景房 满五年双气非顶 视野采光好通透双阳台,开元西区,环山,2室2厅 ,108.0, 南 北 , 简装 ,6, 板楼,12, 一年前发布,2350000.0,"21,760元/平",VR看装修 房本满五年 
中润裕华园 正沟通电梯 使用面积大 无记录 有地下室,中润裕华园,环山,3室2厅 ,105.54, 南 北 , 简装 ,7, 板楼,68, 一年前发布,2300000.0,"21,793元/平",VR看装修 房本满五年 
CBD北+万科城精装三室+证满两年+公立幼儿园,万科城二期,化纤厂路,3室2厅 ,96.25, 南 , 精装 ,34, 板楼,10, 一年前发布,2150000.0,"22,338元/平",近地铁 VR看装修 房本满五年 
奥体全运村 百合园通透小三室 精装修满五唯一 随时看,海尔绿城全运村百合园,奥体中心,3室2厅 ,120.14, 南 北 , 其他 ,10, 板楼,1, 3个月以前发布,3480000.0,"28,967元/平",VR看装修 房本满五年 
东方双语 房龄新 电梯房 客厅朝南 落地飘窗 证满5年,中天汇丽华城,燕山,2室2厅 ,111.69, 南 , 简装 ,20, 板楼,4, 一年前发布,2800000.0,"25,070元/平",VR看装修 房本满五年 
诚心出售 两室一厅 户型好用  单位房 有地下室,佛山苑一区,佛山街,2室2厅 ,77.34, 南 , 精装 ,6, 板楼,0, 10个月以前发布,1690000.0,"21,852元/平",VR看装修 房本满五年 
千佛山西路单位宿舍，精装修，两室朝阳，带地下室,千佛山西路10号,千佛山,3室2厅 ,136.0, 南 , 精装 ,5, 板楼,16, 一年前发布,3600000.0,"26,471元/平",VR看装修 房本满五年 
中共济南市委党校宿舍 3室1厅 南 北,中共济南市委党校宿舍,千佛山,3室1厅 ,76.73, 南 北 , 其他 ,4, 板楼,0, 5个月以前发布,2380000.0,"31,018元/平",VR看装修 房本满五年 
龙奥南颐馨苑 大三居 依山傍水 带车位地下室证满二,颐馨苑,奥体中心,3室2厅 ,135.17, 南 北 , 其他 ,17, 板楼,3, 3个月以前发布,5830000.0,"43,131元/平",近地铁 VR看装修 房本满两年 
环山大众日报社 正规三居室 小区好停车 通透高采光,大众日报社第三宿舍南区,环山,3室2厅 ,92.0, 南 北 , 简装 ,6, 板楼,1, 4个月以前发布,2850000.0,"30,979元/平",VR看装修 房本满五年 
样板间三室 有车位另算 价格能谈 位置好不沿街 诚意卖,海尔绿城全运村百合园,奥体中心,3室2厅 ,148.06, 南 北 , 其他 ,10, 板楼,3, 一年前发布,4900000.0,"33,095元/平",VR看装修 房本满五年 
花园洋房 四室大平层 小区好位置 好楼层 看房方便,海尔绿城全运村桂花园北区,奥体中心,4室2厅 ,209.3, 南 北 , 其他 ,9, 板楼,12, 一年前发布,8280000.0,"39,561元/平",近地铁 VR看装修 房本满五年 
此房满两年，位置好，诚意出售，价格合适,海尔绿城全运村百合园,奥体中心,3室2厅 ,148.46, 南 北 , 其他 ,10, 板楼,24, 10个月以前发布,4100000.0,"27,617元/平",近地铁 VR看装修 房本满两年 
源鑫园 3室2厅 南 北,源鑫园,环山,3室2厅 ,158.38, 南 北 , 其他 ,6, 板楼,0, 9个月以前发布,3430000.0,"21,657元/平",VR看装修 房本满五年 
盛景家园1楼3室，房产证过两年，历下区,盛景家园,盛福,3室1厅 ,138.23, 南 北 , 精装 ,30, 板塔结合,0, 一年前发布,2970000.0,"21,486元/平",近地铁 VR看装修 房本满五年 
此房证满两年，土地出让金已经交过了 两室朝阳 采光好,山东省商业厅宿舍,山大路,2室1厅 ,62.13, 南 , 其他 ,5, 板楼,1, 5个月以前发布,1520000.0,"24,465元/平",VR房源 房本满两年 
万科金域华府 3室2厅 南 北,万科金域华府,凤山路,3室2厅 ,96.59, 南 北 , 其他 ,31, 板楼,0, 1个月以前发布,2050000.0,"21,224元/平",VR看装修 房本满两年 
万科选装 拎包入住 有车位和地下室,万科海晏门,大明湖站,4室2厅 ,186.88, 南 北 , 其他 ,33, 板楼,2, 11个月以前发布,5980000.0,"32,000元/平",近地铁 VR看装修 房本满两年 
满五唯一 全明户型 两居朝阳 5楼非顶 客厅有窗户,环山路95号,环山,2室1厅 ,101.5, 南 北 , 简装 ,6, 板楼,7, 一年前发布,2490000.0,"24,533元/平",VR看装修 房本满两年 
精装四室大平层，南北通透，视野好，采光充足,名士豪庭2区,浆水泉区,4室2厅 ,214.51, 南 北 , 精装 ,22, 板楼,73, 一年前发布,6100000.0,"28,437元/平",VR房源 房本满五年 
四楼，满五唯一，西南户，采光好，实在卖，价格可聊,万豪中心,文化东路,3室1厅 ,54.31, 西 , 其他 ,14, 塔楼,1, 2个月以前发布,1200000.0,"22,096元/平",VR房源 房本满五年 
山景房，好楼层客厅与主卧朝阳，采光很好,开元西区,环山,2室2厅 ,97.9, 南 北 , 其他 ,7, 板楼,3, 5个月以前发布,2380000.0,"24,311元/平",VR看装修 房本满两年 
开元山庄 小户型  产权清晰 可贷款  视野开阔,中创开元山庄,环山,2室1厅 ,65.65, 南 , 简装 ,7, 板楼,31, 一年前发布,1300000.0,"19,802元/平",VR看装修 房本满两年 
此房证满五年  大院管理好  中等装修  采光好,和平路27号,历东,4室2厅 ,131.08, 南 , 其他 ,6, 板楼,2, 8个月以前发布,3650000.0,"27,846元/平",VR看装修 房本满五年 
南北通透大客厅，花园东路地铁口，随时可以看！,力高国际,盛福,3室2厅 ,120.77, 南 北 , 简装 ,30, 板楼,9, 一年前发布,2190000.0,"18,134元/平",近地铁 VR看装修 房本满五年 
房子南北通透 交警单位宿舍 人文素质高 环境安静,静居苑小区,旅游路,3室2厅 ,180.0, 南 北 , 精装 ,5, 板楼,12, 一年前发布,4210000.0,"23,389元/平",VR房源 房本满五年 
千佛山公园门口 二楼 三室 上东方双语 随时看房,经十一路26-1号,千佛山,3室1厅 ,92.34, 南 北 , 其他 ,4, 暂无数据,0, 1个月以前发布,3200000.0,"34,655元/平",VR看装修 房本满五年 
交通便利，户型方正，中间楼层，好房,棋盘小区五区,佛山街,2室1厅 ,57.87, 东 西 , 其他 ,7, 板楼,2, 一年前发布,1170000.0,"20,218元/平",VR看装修 房本满五年 
有车位地下室！自装20万装修！首善之区历下万科物业！,万科金域华府,凤山路,3室1厅 ,108.9, 南 北 , 其他 ,16, 板楼,9, 4个月以前发布,2590000.0,"23,784元/平",VR房源 房本满两年 
奥体西路R3沿线+尚品燕园精装三室+免高税,尚品燕园,盛福,3室1厅 ,109.5, 南 , 精装 ,33, 板楼,10, 11个月以前发布,1810000.0,"16,530元/平",近地铁 VR房源 房本满五年 
千佛山下 户型方正，环境优美 大院免费停车,千佛山西路28号,千佛山,2室2厅 ,109.53, 南 北 , 其他 ,5, 板楼,55, 一年前发布,2490000.0,"22,734元/平",VR看装修 房本满五年 
小区少见客厅朝南户型 南北通透 有固定车位,永大清华园,环山,3室2厅 ,162.68, 南 北 , 简装 ,11, 板楼,0, 3个月以前发布,4650000.0,"28,584元/平",VR看装修 房本满五年 
精装修 拎包入住 有地下室 南看佛惠山 停车方便,环山路95号,环山,2室2厅 ,93.84, 南 北 , 简装 ,6, 板楼,2, 10个月以前发布,2200000.0,"23,445元/平",VR看装修 房本满两年 
CBD R3旁.   万科精装房.,万科城一期,化纤厂路,3室2厅 ,141.02, 南 , 其他 ,29, 板楼,1, 4个月以前发布,3350000.0,"23,756元/平",近地铁 VR看装修 房本满五年 
万科精装，满两年，业主诚心出售,万科城一期,化纤厂路,3室2厅 ,95.2, 南 , 其他 ,34, 板楼,4, 一年前发布,2080000.0,"21,849元/平",近地铁 VR看装修 房本满五年 
文教大院三室一楼带院出售了相对较少的房子,青年东路5号院,文化西路,3室1厅 ,87.28, 南 北 , 其他 ,5, 板楼,0, 8个月以前发布,3090000.0,"35,404元/平",VR房源 房本满五年 
采光充足 视野好 满二年.精装修,万科城二期,化纤厂路,3室2厅 ,141.0, 北 南 , 其他 ,33, 板楼,1, 5个月以前发布,3360000.0,"23,830元/平",近地铁 VR看装修 房本满两年 
历下区 楼层好 大面积 单价低 有独立车库 30平地下室,留学生创业园,七里河,4室2厅 ,185.74, 南 北 , 精装 ,6, 板楼,47, 一年前发布,2300000.0,"12,383元/平",VR看装修 房本满五年 
精装修，出门就是地铁，上燕山。随时看房,三庆汇文轩,文化东路,2室2厅 ,114.47, 南 , 精装 ,24, 塔楼,11, 4个月以前发布,1650000.0,"14,415元/平",VR看装修 房本满两年 
