精装两室不沿街 全福立交桥两室两厅全明户型 客厅朝南,路劲东城,全福区,2室2厅 ,82.94, 南 , 精装 ,33, 板楼,10, 1个月以前发布,1280000.0,"15,433元/平",VR看装修 房本满两年 随时看房 
低总价小户型两室朝阳诚意出售房源优质的很呢,洪苑小区,祝甸,2室2厅 ,61.79, 南 , 精装 ,6, 板楼,15, 一年前发布,980000.0,"15,861元/平",近地铁 VR看装修 房本满五年 
历城上海花园  带院一楼 有装修 看房方便 位置好,上海花园,祝甸,2室1厅 ,97.6, 南 , 精装 ,6, 板楼,6, 6个月以前发布,2180000.0,"22,337元/平",近地铁 VR房源 房本满五年 
新里程 精装两居室 中间楼层 采光无遮挡 诚心出售,万科新里程,还乡店,2室2厅 ,81.47, 南 北 , 精装 ,34, 板楼,6, 3个月以前发布,1340000.0,"16,448元/平",VR看装修 房本满两年 
北园大街  历下区 精装两室好房,冠华紫御台,全福区,2室1厅 ,57.79, 南 , 简装 ,11, 板楼,4, 5个月以前发布,1290000.0,"22,323元/平",近地铁 VR看装修 房本满两年 
南全福农机所宿舍，全明小两居，适合刚需过度人群,二环东路1275号,全福区,2室1厅 ,62.01, 南 北 , 简装 ,5, 板楼,116, 一年前发布,800000.0,"12,902元/平",近地铁 VR看装修 房本满五年 
地铁口  车站北街  双气齐全  储藏室  交通便利,车站北街,全福区,2室1厅 ,71.75, 南 北 , 简装 ,6, 板楼,7, 10个月以前发布,920000.0,"12,823元/平",近地铁 VR看装修 房本满五年 
双地铁 万虹商圈 精装方正大两室，干净明亮,恒大城二期,王舍人,2室2厅 ,96.74, 南 , 精装 ,15, 板楼,17, 4个月以前发布,1360000.0,"14,059元/平",近地铁 VR看装修 房本满两年 
南全福东兴寓城房龄新卧室朝阳南北通透户型好,东兴寓城,全福区,1室1厅 ,51.38, 南 北 , 简装 ,12, 板楼,0, 一年前发布,1160000.0,"22,577元/平",近地铁 VR看装修 房本满五年 
机关单位宿舍 东兴寓城 七里堡洪苑小区花园小区北,二环东路1211号,全福区,2室2厅 ,86.0, 南 , 简装 ,6, 板楼,1, 1个月以前发布,1170000.0,"13,605元/平",近地铁 VR看装修 房本满五年 
全福 二环东路 精装两室 大客厅 采光好 满五唯一,二环东路1275号,全福区,2室2厅 ,100.86, 南 北 , 简装 ,6, 板楼,0, 4个月以前发布,1680000.0,"16,657元/平",近地铁 VR看装修 房本满五年 
北园大街205号 修府公寓 二楼  客厅好用带窗户,天桥区北园大街205号,全福区,2室1厅 ,75.0, 南 北 , 简装 ,6, 板塔结合,18, 一年前发布,1070000.0,"14,267元/平",近地铁 VR看装修 房本满五年 
新上南全福小户型 中层 低单价低总价 一梯两户地下室,南全福南一区,全福区,1室1厅 ,53.77, 南 北 , 精装 ,6, 板楼,17, 5个月以前发布,790000.0,"14,693元/平",VR看装修 房本满两年 
铁矿宿舍     采光视野很好      小区干净,铁矿宿舍,王舍人,2室1厅 ,86.0, 南 , 简装 ,6, 暂无数据,8, 10个月以前发布,990000.0,"11,512元/平",近地铁 VR看装修 房本满五年 
近地铁 万虹商圈 新东站 精装 小高层 中间楼层 满两年,恒大城二期,王舍人,2室2厅 ,96.66, 南 , 精装 ,15, 板楼,4, 4个月以前发布,1400000.0,"14,484元/平",近地铁 VR看装修 房本满两年 
两室朝南， 楼层采光视野好 业主诚意出售,南全福南二区,全福区,2室2厅 ,115.71, 南 , 其他 ,7, 板楼,0, 4个月以前发布,1780000.0,"15,384元/平",近地铁 VR房源 房本满两年 
恒大名都精装三室 免高税 诚心出售 正常首付,恒大名都,唐冶,3室2厅 ,119.44, 南 北 , 精装 ,28, 板塔结合,15, 一年前发布,1580000.0,"13,229元/平",VR看装修 房本满五年 
房本满两年 精装修 好楼层 有车位地下室,绿地城,唐冶,2室1厅 ,93.24, 南 , 精装 ,33, 板楼,1, 3个月以前发布,1330000.0,"14,265元/平",VR看装修 房本满两年 
农科院三宿舍，两室一厅，南北通透。双气，停车方便,二环东路1168,还乡店,2室1厅 ,67.36, 南 北 , 精装 ,5, 板楼,9, 11个月以前发布,1020000.0,"15,143元/平",近地铁 VR看装修 房本满五年 
不沿高速全明户型，居住环境舒适,中海华山珑城,华山,2室1厅 ,95.77, 南 北 , 简装 ,33, 板楼,6, 一年前发布,1290000.0,"13,470元/平",VR看装修 房本满两年 
万虹广场 单位宿舍，两室一厅，工业北路68号,历城特殊教育学校宿舍,还乡店,2室1厅 ,85.73, 南 北 , 简装 ,6, 板楼,7, 11个月以前发布,1000000.0,"11,665元/平",近地铁 VR看装修 房本满五年 
二环东路南全福街东口 双气买一套加一套得两套 急售,二环东路742-2036号,还乡店,2室1厅 ,67.6, 南 北 , 简装 ,5, 板楼,3, 2个月以前发布,1100000.0,"16,273元/平",近地铁 VR看装修 房本满五年 
工业南路 低公摊 装修好 采光充足 总价低,工业南路307,七里河,2室2厅 ,65.0, 南 北 , 简装 ,6, 板楼,5, 一年前发布,1150000.0,"17,693元/平",VR看装修 房本满五年 
万象新天剑桥郡   精装婚房  证满两年  带家具家电,万象新天剑桥郡,王舍人,2室2厅 ,94.0, 南 , 精装 ,32, 板楼,1, 10个月以前发布,1320000.0,"14,043元/平",VR看装修 房本满两年 
云公馆经典两室，精装，带车位和储藏室，楼栋楼层好,天鸿云公馆B6,王舍人,2室2厅 ,79.99, 南 , 精装 ,29, 板楼,4, 9个月以前发布,1250000.0,"15,627元/平",VR看装修 房本满两年 
百花公园对门，采光好，带20平地下室,永大百花园,山大路,2室2厅 ,107.85, 南 北 , 精装 ,6, 板楼,14, 一年前发布,1850000.0,"17,154元/平",VR看装修 房本满五年 
此房楼层好，配套齐全，交通便利。,化纤小区,祝甸,2室1厅 ,56.72, 南 北 , 简装 ,5, 板楼,11, 一年前发布,890000.0,"15,692元/平",VR看装修 房本满五年 
此房南北通透的格局 采光*好 中间楼层 位置安静 。,华龙路1669号,七里河,3室2厅 ,104.21, 南 北 , 简装 ,6, 板楼,0, 一年前发布,1900000.0,"18,233元/平",VR看装修 房本满五年 
小区环境安静！总价低，格局好！,兴业嘉苑,七里河,2室1厅 ,79.48, 南 北 , 简装 ,7, 板楼,62, 一年前发布,960000.0,"12,079元/平",VR看装修 房本满五年 
配套齐全，交通便利，房子满五年,燕舞园,祝甸,2室2厅 ,85.45, 南 北 , 简装 ,7, 板楼,4, 一年前发布,1280000.0,"14,980元/平",VR看装修 房本满五年 
单位大院，好楼层方便停车交通便利，方便看房,黄台发电厂第三宿舍,还乡店,2室2厅 ,80.63, 南 北 , 简装 ,6, 板楼,22, 8个月以前发布,990000.0,"12,279元/平",VR看装修 房本满五年 
炒底价！精装修！带全套！满两年！可上学！靠地铁,东都尚城,还乡店,2室2厅 ,90.95, 南 , 精装 ,34, 板楼,1, 4个月以前发布,1270000.0,"13,964元/平",VR看装修 房本满两年 
房子精装三室   高楼层 采光好  自住 看房随时,鲁能泰山7号,唐冶,3室2厅 ,95.09, 南 , 精装 ,22, 板楼,40, 5个月以前发布,1330000.0,"13,987元/平",VR看装修 房本满两年 
精装修，传达大院，免费停车，采光很好。,洪家楼小区,洪家楼,2室1厅 ,78.33, 南 北 , 精装 ,7, 板楼,4, 8个月以前发布,1300000.0,"16,597元/平",近地铁 VR看装修 房本满两年 
枫景园 双气 户型方正 楼层好   业主诚意出售,航运路999,全福区,2室1厅 ,89.99, 南 , 简装 ,7, 板楼,7, 一年前发布,1250000.0,"13,891元/平",VR看装修 房本满五年 
原三室朝阳，南北双阳台，大三居，居住舒适,辛甸花园卫生局宿舍,祝甸,3室2厅 ,133.26, 南 北 , 简装 ,7, 板楼,13, 8个月以前发布,1850000.0,"13,883元/平",VR房源 房本满两年 
清河园小区，好楼层，采光无遮挡,清河园,全福区,2室2厅 ,81.39, 南 北 , 简装 ,6, 板楼,2, 4个月以前发布,1000000.0,"12,287元/平",VR房源 房本满五年 
工业南路 低公摊 装修好 采光充足 总价低,工业南路307,七里河,2室2厅 ,65.0, 南 北 , 简装 ,6, 板楼,5, 一年前发布,1150000.0,"17,693元/平",VR看装修 房本满五年 
恒大名都精装三室 免高税 诚心出售 正常首付,恒大名都,唐冶,3室2厅 ,119.44, 南 北 , 精装 ,28, 板塔结合,15, 一年前发布,1580000.0,"13,229元/平",VR看装修 房本满五年 
房本满两年 精装修 好楼层 有车位地下室,绿地城,唐冶,2室1厅 ,93.24, 南 , 精装 ,33, 板楼,1, 3个月以前发布,1330000.0,"14,265元/平",VR看装修 房本满两年 
鑫达小区，地铁，二环东高架，有小房,鑫达小区,洪家楼,2室2厅 ,73.69, 南 , 简装 ,6, 板楼,2, 9个月以前发布,1450000.0,"19,678元/平",VR看装修 房本满五年 
满五唯一经典大三居 精装修 采光好 带地下室,富翔天地,祝甸,3室2厅 ,130.09, 南 北 , 精装 ,7, 板楼,24, 10个月以前发布,2220000.0,"17,066元/平",VR看装修 房本满五年 
地处繁华地段  配套齐全 小两室,洪苑小区,祝甸,2室1厅 ,60.98, 南 , 精装 ,6, 板楼,12, 9个月以前发布,970000.0,"15,907元/平",近地铁 VR看装修 房本满五年 
新上  上海花园洋房 一楼带前后院 采光好 通风好,上海花园,祝甸,2室2厅 ,97.12, 南 北 , 精装 ,6, 板楼,6, 6个月以前发布,2200000.0,"22,653元/平",近地铁 VR房源 房本满五年 
满五唯一  低楼层 户型好 房主诚心出售 看房方便,洪苑小区,祝甸,2室1厅 ,57.94, 南 , 简装 ,6, 板楼,18, 7个月以前发布,850000.0,"14,671元/平",近地铁 VR看装修 房本满五年 
祝甸东方花园 1室1厅 南 北,祝甸东方花园,祝甸,1室1厅 ,76.84, 南 北 , 精装 ,7, 板楼,10, 1个月以前发布,800000.0,"10,412元/平",近地铁 VR看装修 房本满五年 
七里堡南区 地铁口，双气齐全，带地下室和车位，满二,七里堡小区南区,祝甸,2室1厅 ,77.72, 南 北 , 简装 ,6, 板楼,7, 7个月以前发布,1210000.0,"15,569元/平",近地铁 VR看装修 房本满两年 
七里堡洪苑小区中间楼层，满五唯一 带储藏室客厅好用,洪苑小区,祝甸,2室1厅 ,61.63, 南 北 , 简装 ,6, 板楼,58, 一年前发布,980000.0,"15,902元/平",近地铁 VR看装修 房本满五年 
精装修，有小房，中间楼层，采光好。,富翔天地,祝甸,2室1厅 ,95.11, 南 北 , 精装 ,6, 板楼,19, 11个月以前发布,1780000.0,"18,716元/平",VR看装修 房本满五年 
上海花园两室~多层洋房~采光好~楼层好,上海花园,祝甸,2室2厅 ,100.06, 东南 , 精装 ,6, 板楼,1, 8个月以前发布,1850000.0,"18,489元/平",近地铁 VR看装修 房本满五年 
历城上海花园  带院一楼 有装修 看房方便 位置好,上海花园,祝甸,2室1厅 ,97.6, 南 , 精装 ,6, 板楼,6, 6个月以前发布,2180000.0,"22,337元/平",近地铁 VR房源 房本满五年 
低总价小户型两室朝阳诚意出售房源优质的很呢,洪苑小区,祝甸,2室2厅 ,61.79, 南 , 精装 ,6, 板楼,15, 一年前发布,980000.0,"15,861元/平",近地铁 VR看装修 房本满五年 
上海花园两室两厅 全明户型 成熟社区,上海花园,祝甸,2室2厅 ,91.0, 南 , 精装 ,6, 板楼,7, 9个月以前发布,1680000.0,"18,462元/平",近地铁 VR看装修 房本满五年 
腾骐冠宸花园2012年房6层带电梯在二楼洋房,腾骐冠宸花园,祝甸,2室2厅 ,96.03, 南 北 , 精装 ,7, 板楼,6, 2个月以前发布,1650000.0,"17,183元/平",近地铁 VR看装修 房本满两年 
全明户型、满五、南北通透、好楼栋、带地下室,上海花园,祝甸,2室2厅 ,99.97, 南 北 , 简装 ,6, 板楼,33, 10个月以前发布,1677000.0,"16,776元/平",近地铁 VR看装修 房本满五年 
祝甸夜市旁 精装修 全明户型 好楼层,上海花园,祝甸,2室2厅 ,99.86, 南 北 , 简装 ,6, 板楼,5, 9个月以前发布,1700000.0,"17,024元/平",近地铁 VR看装修 房本满五年 
百花公园对门，采光好，带20平地下室,永大百花园,山大路,2室2厅 ,107.85, 南 北 , 精装 ,6, 板楼,14, 一年前发布,1850000.0,"17,154元/平",VR看装修 房本满五年 
小区中间位置，好楼层， 精装修 ，带产权车位和地下室,荣盛锦绣澜湾,全福区,2室2厅 ,73.21, 南 , 精装 ,34, 板楼,19, 9个月以前发布,1362000.0,"18,605元/平",VR看装修 房本满两年 
楼层好，视野好，家里精装修，免高税,万象新天哈佛郡,王舍人,2室2厅 ,93.08, 南 北 , 精装 ,33, 板塔结合,7, 8个月以前发布,1250000.0,"13,430元/平",VR看装修 房本满两年 
天马相城彩虹湖 2室2厅 西,天马相城彩虹湖,经十东路,2室2厅 ,98.83, 西 , 简装 ,24, 板楼,9, 4个月以前发布,930000.0,"9,411元/平",VR看装修 房本满五年 
华山珑城急售两室  带10平地下室  满二无高税,中海华山珑城,华山,2室1厅 ,78.33, 南 , 简装 ,33, 板楼,7, 5个月以前发布,1090000.0,"13,916元/平",VR看装修 房本满两年 
精装小两居 两室朝阳 三楼 总价低 诚心卖,化纤小区,祝甸,2室2厅 ,40.81, 南 北 , 精装 ,6, 板楼,22, 9个月以前发布,750000.0,"18,378元/平",VR看装修 房本满五年 
南北通透户型，楼层佳，三室户型方正 有车位地下室,恒生伴山,建筑大学,3室2厅 ,100.05, 南 北 , 精装 ,11, 板楼,79, 一年前发布,1750000.0,"17,492元/平",VR看装修 房本满两年 
此房满五年 精装修 不沿街不靠路 全明户型 户型方正,锦绣泉城,七里河,2室2厅 ,90.66, 南 , 精装 ,13, 板楼,21, 一年前发布,1750000.0,"19,303元/平",VR看装修 房本满五年 
绿地城精装修  洋房  一梯两户 随时看房,绿地城,唐冶,3室2厅 ,126.09, 南 , 精装 ,11, 板楼,7, 6个月以前发布,1980000.0,"15,704元/平",VR看装修 房本满两年 
满五唯一 有车位，有小房  精装三室,济南化肥厂宿舍,王舍人,3室1厅 ,77.19, 南 北 , 精装 ,5, 板楼,8, 6个月以前发布,820000.0,"10,624元/平",VR看装修 房本满五年 
金河山庄多层两室出售，公摊小，得房率高,金河山庄,济钢,2室2厅 ,85.24, 南 北 , 简装 ,6, 板楼,22, 一年前发布,1060000.0,"12,436元/平",VR看装修 房本满两年 
低楼层 精装修  小户型  适合刚需过度,洪苑小区,祝甸,1室1厅 ,43.76, 南 , 简装 ,6, 板楼,33, 6个月以前发布,730000.0,"16,682元/平",近地铁 VR房源 房本满两年 
精装修三室  户型好 全明户型 卫生间有窗户 看房方便,万象新天北二区,王舍人,2室1厅 ,98.28, 南 , 精装 ,32, 板塔结合,1, 6个月以前发布,1350000.0,"13,737元/平",VR看装修 房本满两年 
次顶，给大阁楼，诚心出售，看房方便，采光好出行方便,佳宝路9-1号,祝甸,3室2厅 ,135.39, 南 北 , 简装 ,7, 板楼,10, 一年前发布,1590000.0,"11,744元/平",近地铁 VR看装修 房本满五年 
中建新悦城 2室2厅 南,中建新悦城,济钢,2室2厅 ,92.97, 南 , 简装 ,33, 板楼,0, 1个月以前发布,1295000.0,"13,930元/平",近地铁 VR看装修 房本满两年 
全福 北园大街 精装三室两厅 南北通透 双气 有小房,北全福小区西区,全福区,3室2厅 ,106.49, 南 北 , 精装 ,6, 板楼,32, 一年前发布,1320000.0,"12,396元/平",VR看装修 房本满五年 
万象哈佛郡好户型两室楼层好采光好,万象新天哈佛郡,王舍人,2室2厅 ,80.59, 南 , 其他 ,33, 板塔结合,9, 一年前发布,1180000.0,"14,643元/平",VR看装修 房本满两年 
中低楼层，两室朝阳，电梯洋房，采光好,假日丽景花园小区东区,祝甸,2室1厅 ,69.79, 南 , 精装 ,9, 板楼,15, 一年前发布,1360000.0,"19,488元/平",VR看装修 房本满五年 
工业北路，低生活成本，正规两室一厅，双气，急急,黄台电厂第二宿舍,还乡店,2室1厅 ,81.16, 南 北 , 简装 ,5, 板楼,7, 7个月以前发布,870000.0,"10,720元/平",VR看装修 房本满五年 
二楼，洪楼大润发，印象城，洪楼,花园小区四区,洪家楼,3室2厅 ,96.32, 南 北 , 简装 ,6, 板楼,1, 1个月以前发布,1600000.0,"16,612元/平",VR看装修 房本满两年 
工业北路 低密度洋房 清河畔 花园式社区 多层一楼急售,景苑花园,还乡店,2室2厅 ,100.42, 南 北 , 简装 ,8, 板楼,0, 3个月以前发布,1300000.0,"12,946元/平",VR房源 房本满五年 
楼层好.采光充足.交通出行便利.产权清晰.,万象新天哈佛郡,王舍人,2室2厅 ,91.36, 南 , 精装 ,32, 板塔结合,1, 7个月以前发布,1280000.0,"14,011元/平",VR看装修 房本满两年 
公摊小 视野好  采光嘎嘎量 带小房 诚心出售,将军花园,还乡店,2室1厅 ,58.48, 南 , 简装 ,8, 板楼,17, 7个月以前发布,810000.0,"13,851元/平",VR看装修 房本满五年 
业主诚心卖！洪楼百花公园山大 楼龄新精装修 电梯房,汇科旺园,洪家楼,3室2厅 ,166.76, 南 北 , 精装 ,18, 板塔结合,6, 5个月以前发布,3400000.0,"20,389元/平",VR房源 房本满五年 
新上桑园路宿舍，中间层 有证可贷款急售好房,桑园路64,还乡店,3室0厅 ,61.72, 南 北 , 其他 ,5, 板楼,4, 4个月以前发布,850000.0,"13,772元/平",VR看装修 房本满五年 
华山珑城，观景精装两居，全天采光，给20平地下室,中海华山珑城,华山,2室2厅 ,90.12, 南 北 , 精装 ,24, 板楼,27, 6个月以前发布,1370000.0,"15,202元/平",VR看装修 房本满两年 
万象新天的精装 好房有证 满二无高税 即买即住,万象新天哈佛郡,王舍人,1室1厅 ,65.4, 东 , 精装 ,33, 板塔结合,33, 一年前发布,890000.0,"13,609元/平",VR看装修 房本满两年 
精装修 三室两厅 带地下室 诚心出售 看房方便,名辉豪庭,还乡店,3室2厅 ,119.03, 南 北 , 精装 ,33, 板楼,4, 2个月以前发布,1950000.0,"16,383元/平",VR看装修 房本满两年 
万象新天三区 3室2厅 南 北,万象新天三区,王舍人,3室2厅 ,113.85, 南 北 , 精装 ,18, 板楼,20, 一年前发布,1620000.0,"14,230元/平",VR看装修 房本满五年 
双气，单价总价低，产权清晰，可以贷款。,景苑花园,还乡店,2室2厅 ,76.0, 南 , 简装 ,8, 板楼,0, 一年前发布,900000.0,"11,843元/平",VR房源 房本满五年 
