中铁汇苑 2室2厅 南,中铁汇苑,奥体中路,2室2厅 ,98.75, 南 , 简装 ,26, 板塔结合,37, 11个月以前发布,2000000.0,"20,254元/平",近地铁 VR看装修 房本满五年 随时看房 
万科鹿城 万科精装 免高税 户型方正 人车分流 诚意卖,万科麓城,齐鲁软件园,3室2厅 ,96.0, 南 , 精装 ,33, 板楼,0,4,2280000.0,"23,750元/平",
电梯房 大三室 无抵押 产权清晰 带15平地下室,黄金时代,齐鲁软件园,3室2厅 ,190.0, 南 , 毛坯 ,13, 板塔结合,0,1,3650000.0,"19,211元/平",
南向采光好 上下两层 凤凰SOHO 交通便利 业主诚意卖,凤凰SOHO,康虹路,2室1厅 ,38.21, 南 , 精装 ,19, 塔楼,0,2,450000.0,"11,778元/平",
房子满两年，免增值税，通透大三室，楼层好，采光充足,中垠雅苑,齐鲁软件园,3室1厅 ,126.0, 南 北 , 毛坯 ,33, 板塔结合,3, 刚刚发布,2670000.0,"21,191元/平",
龙园 2室2厅 南 北,龙园,齐鲁软件园,2室2厅 ,96.29, 南 北 , 其他 ,28, 板楼,0,20,2000000.0,"20,771元/平",房本满五年 
新生活家园+7层洋房+一梯两户+带地下室+诚心出售,新生活家园北区,康虹路,4室2厅 ,166.04, 南 北 , 简装 ,11, 板楼,3,25,3180000.0,"19,153元/平",房本满五年 
华创观礼中心 1室1厅 西北,华创观礼中心,汉峪,1室1厅 ,39.38, 西北 , 其他 ,33, 板楼,0,15,580000.0,"14,729元/平",房本满两年 
高新万达广场 交通便利 精装修 生活方便 视野开阔,高新万达广场,国际会展中心,1室1厅 ,54.0, 西 , 其他 ,27, 塔楼,0,8,500000.0,"9,260元/平",
汇展香格里拉 1室1厅 南,汇展香格里拉,国际会展中心,1室1厅 ,64.0, 南 , 其他 ,31, 塔楼,0,7,530000.0,"8,282元/平",
明湖白鹭郡 3室1厅 南 北,明湖白鹭郡,康虹路,3室1厅 ,115.46, 南 北 , 其他 ,18, 板楼,4,8,2250000.0,"19,488元/平",
碧桂园凤凰中心 3室2厅 南 北,碧桂园凤凰中心,汉峪,3室2厅 ,86.0, 南 北 , 其他 ,33, 板楼,0,7,1500000.0,"17,442元/平",
碧桂园凤凰中心 3室2厅 南,碧桂园凤凰中心,汉峪,3室2厅 ,75.72, 南 , 其他 ,33, 板楼,0,5,1450000.0,"19,150元/平",
茗筑美嘉 2室2厅 南 北,茗筑美嘉,康虹路,2室2厅 ,96.33, 南 北 , 其他 ,24, 板楼,1,6,1800000.0,"18,686元/平",
汇展香格里拉 2室1厅 北,汇展香格里拉,国际会展中心,2室1厅 ,75.86, 北 , 其他 ,27, 塔楼,0,4,730000.0,"9,623元/平",
高新万达广场 1室2厅 东南,高新万达广场,国际会展中心,1室2厅 ,66.39, 东南 , 其他 ,28, 板楼,0,4,720000.0,"10,846元/平",
经十路省立东院浪潮旁 麓山南北三居精装出售,万科麓山,齐鲁软件园,3室2厅 ,142.0, 南 北 , 精装 ,18, 板楼,1,8,4350000.0,"30,634元/平",
高新万达广场 1室1厅 东,高新万达广场,国际会展中心,1室1厅 ,55.0, 东 , 其他 ,27, 板楼,0,9,550000.0,"10,000元/平",
小区环境好+楼龄新+价格包含地下室+北边70平露台,海信贤文世家,奥体中路,3室2厅 ,98.0, 南 北 , 其他 ,29, 板楼,0,28,2380000.0,"24,286元/平",近地铁 
单价低，看房方便，高楼层，业主诚售,理想新城,世纪大道,2室1厅 ,84.39, 南 , 其他 ,24, 塔楼,2,16,520000.0,"6,162元/平",
明湖白鹭郡 2室2厅 南 北,明湖白鹭郡,康虹路,2室2厅 ,99.0, 南 北 , 其他 ,26, 板楼,4,28,1750000.0,"17,677元/平",
万科物业，位置不沿街，采光视野好,丰奥嘉园北区,奥体中路,2室2厅 ,100.0, 南 , 其他 ,26, 板楼,1,21,1850000.0,"18,500元/平",近地铁 
此房无抵押户口， 洋房三居室， 毛坯房,明湖白鹭郡,康虹路,3室1厅 ,115.96, 南 北 , 其他 ,18, 板楼,2,19,2100000.0,"18,110元/平",
房子装修好，家具家电均齐全，拎包入住！,万科麓城,齐鲁软件园,3室2厅 ,124.0, 南 北 , 其他 ,32, 板楼,0,15,3050000.0,"24,597元/平",
单价低，高楼层，看房方便，业主诚售,理想新城,世纪大道,2室1厅 ,79.58, 北 , 其他 ,24, 塔楼,2,16,500000.0,"6,283元/平",
龙奥地铁口  万科麓山 精装三室 户型房子 有两个车位,万科麓山,齐鲁软件园,3室2厅 ,143.0, 南 北 , 其他 ,18, 板楼,1,20,4700000.0,"32,868元/平",
自住南北通透三居，配套设施齐全，交通便利,盛世花城,国际会展中心,3室1厅 ,139.15, 南 北 , 精装 ,12, 板楼,25,27,2550000.0,"18,326元/平",
洋房二楼带露台 满五唯一，无贷款 无户口 产权清晰,未来城,国际会展中心,3室2厅 ,131.6, 南 北 , 其他 ,5, 板楼,0,27,3100000.0,"23,557元/平",
鑫苑一居室采光视野好有12平米地下室,鑫苑国际城市花园,国际会展中心,1室1厅 ,56.12, 西南 , 其他 ,22, 塔楼,0, 1个月以前发布,1030000.0,"18,354元/平",
次顶采光，视野好，精装边户loft公寓,凤凰SOHO,康虹路,1室1厅 ,41.0, 西 , 简装 ,19, 塔楼,1, 一年前发布,500000.0,"12,196元/平",
鑫苑国际公寓 首付50% 贷款50% 业主诚意出售,鑫苑国际城市花园,国际会展中心,1室1厅 ,41.0, 北 , 其他 ,18, 塔楼,0, 2个月以前发布,390000.0,"9,513元/平",随时看房 
凤凰复式精装  采光好 视野好 实用面积多，民电,凤凰SOHO,康虹路,1室1厅 ,40.0, 西 , 精装 ,22, 塔楼,0, 1个月以前发布,500000.0,"12,500元/平",
上下两层 买一多一 家具家电齐全,凤凰SOHO,康虹路,1室1厅 ,40.0, 南 , 精装 ,19, 塔楼,1, 5个月以前发布,450000.0,"11,250元/平",
奥龙观邸大平层 三室客厅朝南 客厅餐厅通透,中海奥龙觀邸,汉峪,4室2厅 ,195.22, 南 北 , 毛坯 ,28, 板楼,3, 3个月以前发布,5900000.0,"30,223元/平",
南向房源 楼层采光好 采光好随时可看房  可以贷款,凤凰SOHO,康虹路,1室1厅 ,38.21, 南 , 简装 ,19, 塔楼,1, 4个月以前发布,460000.0,"12,039元/平",
经十路旁 精装两室 证满二 高楼层 采光好位置好,龙园,齐鲁软件园,2室2厅 ,96.0, 南 北 , 其他 ,27, 板楼,0, 1个月以前发布,1900000.0,"19,792元/平",
万达旁 精装地暖 民用水电物业 月租2000 总价单价低,未来城,国际会展中心,1室1厅 ,47.03, 北 , 精装 ,17, 塔楼,7, 3个月以前发布,350000.0,"7,443元/平",
新上洋房精装大三居，业主诚心出售，看房方便,海信慧园一区,康虹路,3室2厅 ,137.0, 南 , 精装 ,11, 板楼,18, 1个月以前发布,2700000.0,"19,709元/平",
CBD旁 毛坯三居室 户型方正 满2年 无高税,中垠雅苑,齐鲁软件园,3室2厅 ,132.0, 南 , 简装 ,18, 板楼,6, 1个月以前发布,3100000.0,"23,485元/平",
本房随时可以签约，有装修，万达商圈 靠谱出售,盛世花城公寓,国际会展中心,1室0厅 ,48.0, 南 , 简装 ,15, 塔楼,0, 3个月以前发布,420000.0,"8,750元/平",
奥体旁户型好用 带小露台证满二年中间楼层不沿,中海奥龙觀邸,汉峪,4室2厅 ,195.0, 南 北 , 精装 ,22, 板楼,7, 3个月以前发布,5590000.0,"28,667元/平",
鑫苑国际城市花园 精装修公寓 采光朝向好,鑫苑国际城市花园,国际会展中心,1室1厅 ,47.61, 南 , 简装 ,18, 塔楼,2, 1个月以前发布,370000.0,"7,772元/平",
奥龙观邸精装四室有车位 楼层视野好采光棒 诚心出售,中海奥龙觀邸,汉峪,4室2厅 ,195.0, 南 北 , 简装 ,28, 板楼,4, 7个月以前发布,6800000.0,"34,872元/平",
经十路奥体旁 万科小三居室  户型方正南北通风好,万科麓山,齐鲁软件园,3室2厅 ,96.36, 南 , 其他 ,34, 板楼,3, 1个月以前发布,2490000.0,"25,841元/平",随时看房 
万科麓公馆 精装1室拎包住，客卧分离，适合年轻人,万科麓公馆,齐鲁软件园,1室1厅 ,43.29, 南 , 精装 ,30, 板楼,2, 一年前发布,650000.0,"15,016元/平",
汉峪旁精装公寓   价格合适    业主急售,龙湖奥东11号,汉峪,1室1厅 ,45.92, 南 , 精装 ,22, 塔楼,3, 2个月以前发布,700000.0,"15,244元/平",
奥体中路中铁汇苑，南北通透两居室带地下室，有车位,中铁汇苑,奥体中路,2室2厅 ,100.0, 南 北 , 简装 ,26, 板塔结合,6, 1个月以前发布,2100000.0,"21,000元/平",
万科物业 精装小公寓 品质好 总价低 投 资首 选,万科麓公馆,齐鲁软件园,1室1厅 ,27.0, 北 , 精装 ,30, 板楼,0, 6个月以前发布,350000.0,"12,963元/平",
万科麓公馆 1室0厅 西,万科麓公馆,齐鲁软件园,1室0厅 ,29.5, 西 , 其他 ,30, 板楼,1, 3个月以前发布,340000.0,"11,526元/平",
万科麓公馆 1室1厅 南,万科麓公馆,齐鲁软件园,1室1厅 ,29.5, 南 , 其他 ,30, 板楼,0, 6个月以前发布,400000.0,"13,560元/平",
软件园万科双钥匙loft公寓 双厨双卫 精装交付 急售,万科麓公馆,齐鲁软件园,2室2厅 ,30.0, 南 , 其他 ,30, 板楼,7, 一年前发布,510000.0,"17,000元/平",
万科物业 精装小公寓 品质好 总价低 投 资首 选,万科麓公馆,齐鲁软件园,1室1厅 ,27.0, 北 , 其他 ,30, 板楼,1, 7个月以前发布,380000.0,"14,075元/平",
万科麓公馆 2室2厅 西,万科麓公馆,齐鲁软件园,2室2厅 ,29.98, 西 , 其他 ,30, 板楼,0, 5个月以前发布,550000.0,"18,346元/平",
万科物业 精装小公寓 品质好 总价低 投 资首 选,万科麓公馆,齐鲁软件园,1室1厅 ,20.57, 北 , 其他 ,30, 板楼,4, 8个月以前发布,280000.0,"13,613元/平",
万科麓公馆 1室1厅 南,万科麓公馆,齐鲁软件园,1室1厅 ,29.5, 南 , 其他 ,30, 板楼,0, 5个月以前发布,450000.0,"15,255元/平",
万科物业 精装小公寓 品质好 总价低 投 资首 选,万科麓公馆,齐鲁软件园,1室1厅 ,30.04, 南 , 其他 ,30, 板楼,0, 5个月以前发布,400000.0,"13,316元/平",
盛世花城！两居室！户型好 房主诚心出售,盛世花城,国际会展中心,2室2厅 ,110.0, 南 北 , 其他 ,12, 板楼,1, 1个月以前发布,2100000.0,"19,091元/平",
鑫苑国际城市花园，精装两室，双阳台，南北通透。,鑫苑国际城市花园,国际会展中心,2室1厅 ,76.36, 南 北 , 精装 ,18, 板楼,1, 刚刚发布,1120000.0,"14,668元/平",房本满五年 
楼层好，着急出售 采光充足户型方正 产权清晰,万达华府,国际会展中心,4室2厅 ,191.29, 南 北 , 其他 ,30, 板楼,1, 1个月以前发布,5000000.0,"26,139元/平",
精装修，新房，房产证满二楼层好,万科麓城,齐鲁软件园,3室2厅 ,139.0, 南 , 其他 ,18, 板楼,3, 1个月以前发布,3650000.0,"26,259元/平",
汉峪金谷奥体精装修南向龙湖公寓,龙湖奥东11号,汉峪,1室1厅 ,40.0, 南 , 其他 ,31, 塔楼,1, 2个月以前发布,600000.0,"15,000元/平",
万科一期高新伯乐好楼层视野采光好,万科金域国际,齐鲁软件园,2室2厅 ,84.03, 南 , 简装 ,30, 板楼,0, 1个月以前发布,1830000.0,"21,778元/平",
万达华府 4室2厅 南,万达华府,国际会展中心,4室2厅 ,191.29, 南 , 其他 ,30, 板楼,1, 刚刚发布,4390000.0,"22,950元/平",
三庆齐盛广场 1室1厅 南,三庆齐盛广场,齐鲁软件园,1室1厅 ,43.0, 南 , 其他 ,29, 塔楼,0, 1个月以前发布,528900.0,"12,300元/平",
中铁财智中心 1室1厅 南,中铁财智中心,国际会展中心,1室1厅 ,91.0, 南 , 其他 ,18, 板塔结合,0, 1个月以前发布,900000.0,"9,891元/平",
中铁财智中心 1室1厅 南,中铁财智中心,国际会展中心,1室1厅 ,91.0, 南 , 其他 ,18, 板塔结合,1, 1个月以前发布,900000.0,"9,891元/平",
龙奥东  精装三室 全明户型  带车位地下室  好楼层,中海奥龙觀邸,汉峪,3室2厅 ,136.0, 南 北 , 其他 ,22, 板楼,0, 1个月以前发布,3750000.0,"27,574元/平",
未来城 2室2厅 南,未来城,国际会展中心,2室2厅 ,89.83, 南 , 其他 ,17, 塔楼,0, 刚刚发布,900000.0,"10,019元/平",
经典H2户型 南北通透 楼层好 采光充足 视野开阔,茗筑美嘉,康虹路,2室2厅 ,90.0, 南 北 , 其他 ,24, 板楼,1, 1个月以前发布,1620000.0,"18,000元/平",
满2年，免增值税，南北通透，户型格局好，居住舒适,万达华府,国际会展中心,3室2厅 ,126.8, 南 北 , 其他 ,32, 板楼,2, 1个月以前发布,2600000.0,"20,505元/平",
海信贤文世家北区三居室房屋评价,海信贤文世家,奥体中路,3室2厅 ,142.45, 南 北 , 精装 ,25, 板楼,29, 4个月以前发布,3600000.0,"25,273元/平",VR看装修 房本满两年 随时看房 
齐鲁软件园满五年四室两厅低公摊,黄金时代,齐鲁软件园,4室2厅 ,154.0, 北 南 , 精装 ,5, 板楼,69, 一年前发布,3350000.0,"21,754元/平",VR看装修 房本满五年 
海信贤文世家北区大三居室房源评价,海信贤文世家,奥体中路,3室2厅 ,126.0, 南 , 毛坯 ,26, 板楼,1,17,3300000.0,"26,191元/平",VR看装修 随时看房 
高新软件园 通透性强 精装修 店长推荐,中海天悦府,齐鲁软件园,3室2厅 ,109.11, 南 , 其他 ,32, 板楼,71, 4个月以前发布,2490000.0,"22,822元/平",VR看装修 房本满两年 
奥体西路 丰奥嘉园 带车位 外国语学-校,丰奥嘉园北区,奥体中路,2室2厅 ,100.11, 南 北 , 毛坯 ,32, 板楼,23, 11个月以前发布,1720000.0,"17,182元/平",VR看装修 房本满五年 
高新万达+全明采光+生活便利+交通方便+ 户型方正,万达华府,国际会展中心,3室2厅 ,131.0, 南 , 简装 ,32, 板楼,104, 一年前发布,2400000.0,"18,321元/平",VR看装修 随时看房 
万达广场万达华府精装两居楼层好采光时间长,万达华府,国际会展中心,2室1厅 ,97.1, 南 , 精装 ,28, 板楼,4, 9个月以前发布,1860000.0,"19,156元/平",VR看装修 房本满两年 
无高税，现在自住，看房方便，地下室，万科的,万科麓山,齐鲁软件园,3室1厅 ,142.35, 南 北 , 精装 ,20, 板楼,3, 7个月以前发布,4230000.0,"29,716元/平",VR看装修 
奥体旁 精装公寓 有证可贷款 价格可谈 好楼层,龙湖奥东11号,汉峪,1室1厅 ,49.0, 南 , 其他 ,32, 塔楼,1, 1个月以前发布,900000.0,"18,368元/平",
凤凰SOHO 1室1厅 南,凤凰SOHO,康虹路,1室1厅 ,41.33, 南 , 其他 ,18, 塔楼,0,20,510000.0,"12,340元/平",
华凯麓公馆 2室2厅 南,华凯麓公馆,齐鲁软件园,2室2厅 ,32.0, 南 , 其他 ,28, 塔楼,0,19,620000.0,"19,375元/平",
房子业主诚意出售，没有抵押贷款，随时签约,盛世花城公寓,国际会展中心,1室1厅 ,48.3, 西北 北 , 其他 ,15, 塔楼,0,18,470000.0,"9,731元/平",
证过两年免高税，楼层好，视野开阔，采光充足,中铁汇苑,奥体中路,2室2厅 ,98.0, 南 北 , 其他 ,26, 板塔结合,0,31,2380000.0,"24,286元/平",
山钢新天地广场 1室1厅 西,山钢新天地广场,奥体中路,1室1厅 ,40.09, 西 , 其他 ,25, 塔楼,0,24,560000.0,"13,969元/平",近地铁 
软件园，山大奥体中路旁，中铁精装房,中铁汇苑,奥体中路,2室2厅 ,95.27, 南 , 其他 ,26, 板塔结合,1,18,2200000.0,"23,093元/平",近地铁 
海信贤文世家北区小三居房源评价,海信贤文世家,奥体中路,3室2厅 ,97.0, 南 , 其他 ,18, 板楼,3,26,2300000.0,"23,712元/平",近地铁 
茗筑美嘉 2室1厅 南 北,茗筑美嘉,康虹路,2室1厅 ,91.24, 南 北 , 其他 ,24, 板楼,2,28,1640000.0,"17,975元/平",
浪潮万科麓山好楼层！精装修！汉峪金谷,万科麓山,齐鲁软件园,3室2厅 ,142.78, 南 北 , 精装 ,18, 板楼,1,20,4400000.0,"30,817元/平",
正规三居室，洋房社区，低价出售,黄金时代,齐鲁软件园,3室2厅 ,115.0, 南 北 , 其他 ,7, 板塔结合,1,21,2000000.0,"17,392元/平",
精装修，新房，房产证满二楼层好,万科麓城,齐鲁软件园,3室2厅 ,96.0, 南 , 其他 ,32, 板楼,0,26,2450000.0,"25,521元/平",
明湖白鹭郡 2室2厅 南,明湖白鹭郡,康虹路,2室2厅 ,92.3, 南 , 简装 ,18, 板楼,1,24,1650000.0,"17,877元/平",
业主诚意出售 公摊低 中间楼层 采光好 带地下室,三庆汇德公馆,康虹路,4室1厅 ,142.98, 南 北 , 其他 ,15, 板楼,6,21,2820000.0,"19,724元/平",
龙奥浪潮东 万科品质 带地下室 精装三室 户型方正,万科麓山,齐鲁软件园,3室2厅 ,143.0, 南 北 , 其他 ,18, 板楼,6,21,3900000.0,"27,273元/平",
高新万达广场 交通便利 精装修 生活方便 楼层好,高新万达广场,国际会展中心,1室1厅 ,50.0, 南 , 其他 ,28, 板楼,0,24,550000.0,"11,000元/平",
凤凰SOHO 1室1厅 北,凤凰SOHO,康虹路,1室1厅 ,33.92, 北 , 其他 ,19, 塔楼,1,21,360000.0,"10,614元/平",
高新万达广场 1室0厅 南 北,高新万达广场,国际会展中心,1室0厅 ,54.2, 南 北 , 其他 ,27, 塔楼,0,21,650000.0,"11,993元/平",
家具家电齐全，新装修， 看房方便,新生活家园南区,国际会展中心,2室1厅 ,84.6, 东 北 , 其他 ,28, 塔楼,1,22,1300000.0,"15,367元/平",
证满两年，三室两厅一卫，全明户业主诚心出售,祥泰新河湾,康虹路,3室1厅 ,95.0, 南 , 精装 ,31, 板楼,8,17,1650000.0,"17,369元/平",
楼层采光无遮挡，房子当前空置看房方便,三庆齐盛广场,齐鲁软件园,1室1厅 ,43.69, 北 , 其他 ,29, 塔楼,0,17,525000.0,"12,017元/平",
标准两室双气 楼层高，视野阔，产权晰，证两年 .,汇展香格里拉,国际会展中心,2室1厅 ,84.71, 南 , 其他 ,27, 塔楼,2,22,850000.0,"10,035元/平",
明湖白鹭郡 2室1厅 东北,明湖白鹭郡,康虹路,2室1厅 ,86.45, 东北 , 其他 ,20, 塔楼,2,27,1250000.0,"14,460元/平",
新河湾南区  精装小三居  有16平地下室  有车位,祥泰新河湾,康虹路,3室2厅 ,95.48, 南 北 , 简装 ,11, 板楼,2,20,2100000.0,"21,995元/平",近地铁 
房子精装修，万科精装标准，户型通透格局好，视野棒,万科麓城,齐鲁软件园,3室2厅 ,122.49, 南 北 , 其他 ,33, 板楼,0,22,2900000.0,"23,676元/平",
新出 奥龙双拼别墅 业主诚意出售 产权清晰 随时看！,中海奥龙觀邸,汉峪,5室2厅 ,425.0, 南 北 , 其他 ,4, 暂无数据,0,16,17000000.0,"40,000元/平",
高新万达旁 正规两居室 中间楼层 户型方正,未来城,国际会展中心,2室1厅 ,97.0, 南 北 , 精装 ,22, 塔楼,1,18,1680000.0,"17,320元/平",
万科麓公馆 1室1厅 西,万科麓公馆,齐鲁软件园,1室1厅 ,29.52, 西 , 其他 ,30, 板楼,0,23,400000.0,"13,551元/平",
业主诚心出售、看房方便、独立厨房。,天业龙奥天街,汉峪,1室1厅 ,55.32, 南 , 其他 ,31, 塔楼,0,21,720000.0,"13,016元/平",
此房有证，面积大，房屋精装修 诚心出售,丰奥嘉园南区,奥体中路,4室3厅 ,174.09, 南 北 , 其他 ,11, 板楼,2,24,4450000.0,"25,562元/平",近地铁 
海信贤文世家 3室2厅 南 北,海信贤文世家,奥体中路,3室2厅 ,127.68, 南 北 , 其他 ,25, 板楼,69, 一年前发布,3150000.0,"24,672元/平",VR看装修 
丰奥嘉园北区 紧靠地铁口 精装婚房 户型方正 诚心售,丰奥嘉园北区,奥体中路,3室2厅 ,134.91, 南 北 , 精装 ,29, 板楼,61, 一年前发布,2450000.0,"18,161元/平",近地铁 VR看装修 
小区环境好，楼龄新，交通便利，户型方正,海信贤文世家,奥体中路,3室2厅 ,117.0, 南 北 , 其他 ,29, 板楼,59, 一年前发布,2900000.0,"24,787元/平",VR看装修 
三庆汇德公馆  简装两居  满两年  带地下室  看房预约,三庆汇德公馆,康虹路,2室1厅 ,83.0, 南 北 , 其他 ,26, 板楼,9, 5个月以前发布,1400000.0,"16,868元/平",VR看装修 
新生活北区，公摊小+价格可聊+看房方便,新生活家园北区,康虹路,2室1厅 ,101.0, 南 北 , 简装 ,5, 板楼,28, 11个月以前发布,1750000.0,"17,327元/平",VR看装修 
精装修  楼层好  有车位地下室  业主诚心卖,明湖白鹭郡,康虹路,2室2厅 ,91.88, 南 , 精装 ,25, 板楼,23, 7个月以前发布,1700000.0,"18,503元/平",VR看装修 
